product	baseline_sha256	replay_sha256	byte_identical
runs/s6301/condition_004/empirical_controls/output/copy_number.tsv	f77e734c4aa1ca65d59becc0937c13e8c0b293d73419dd46e2590bae6d6f6373	f77e734c4aa1ca65d59becc0937c13e8c0b293d73419dd46e2590bae6d6f6373	True
runs/s6301/condition_004/empirical_controls_plus_oracle_error/output/copy_number.tsv	f77e734c4aa1ca65d59becc0937c13e8c0b293d73419dd46e2590bae6d6f6373	f77e734c4aa1ca65d59becc0937c13e8c0b293d73419dd46e2590bae6d6f6373	True
runs/s6301/condition_004/oracle_error_survival/output/copy_number.tsv	a00ef928e4c2de24756db1374204b1d8631993fa0be6e66f5082630082ef1ebd	a00ef928e4c2de24756db1374204b1d8631993fa0be6e66f5082630082ef1ebd	True
runs/s6301/condition_005/baseline_total_bases/output/copy_number.tsv	f1dd8a7b9b65d94d321710a9b9fd15394c35c10473a0e7211fdfb39df11881a0	f1dd8a7b9b65d94d321710a9b9fd15394c35c10473a0e7211fdfb39df11881a0	True
runs/s6301/condition_005/empirical_controls/output/copy_number.tsv	ef051897cdfb6ea621b6aabc9bbf7b8eac88ca55673eaa0c457e616923bd0edd	ef051897cdfb6ea621b6aabc9bbf7b8eac88ca55673eaa0c457e616923bd0edd	True
runs/s6301/condition_005/empirical_controls_plus_oracle_error/output/copy_number.tsv	521f400fffa1d455ea6b10078bd6b06a87473bf7b54b79298746a30e2272822d	521f400fffa1d455ea6b10078bd6b06a87473bf7b54b79298746a30e2272822d	True
runs/s6301/condition_005/oracle_error_survival/output/copy_number.tsv	28d56583110201bfa3c521a5f2879d1a3a13faeaa73917e09ee8add595c0ef6d	28d56583110201bfa3c521a5f2879d1a3a13faeaa73917e09ee8add595c0ef6d	True
runs/s6301/condition_006/baseline_total_bases/output/copy_number.tsv	086a3ff2afba9596d32b185132ee4a8cc365ac4fdb32ae8392a434e6be9b55b7	086a3ff2afba9596d32b185132ee4a8cc365ac4fdb32ae8392a434e6be9b55b7	True
runs/s6301/condition_006/empirical_controls/output/copy_number.tsv	85d99fa3939d0a8db8be29ae6974d4a6a70799b45b3719601846070be51d5966	85d99fa3939d0a8db8be29ae6974d4a6a70799b45b3719601846070be51d5966	True
runs/s6301/condition_006/empirical_controls_plus_oracle_error/output/copy_number.tsv	011df7fa60357d59704127e1ee46a9be68ac4ecb39959a6ee3fc9d4f8e0e98fd	011df7fa60357d59704127e1ee46a9be68ac4ecb39959a6ee3fc9d4f8e0e98fd	True
runs/s6301/condition_006/oracle_error_survival/output/copy_number.tsv	c181ac1293ff002fe16217b4fbd19b3020ca3e5fdd58511711327957d1a2e50f	c181ac1293ff002fe16217b4fbd19b3020ca3e5fdd58511711327957d1a2e50f	True
runs/s6301/condition_007/baseline_total_bases/output/copy_number.tsv	d853bb45a8e18f639791217288245e9865bbfc9125adc620e4b680c379cfea73	d853bb45a8e18f639791217288245e9865bbfc9125adc620e4b680c379cfea73	True
runs/s6301/condition_007/empirical_controls/output/copy_number.tsv	9a04f65a6ec675fa71b3d34d8a8c596734949e9798393d548a4b6780a0bbccf4	9a04f65a6ec675fa71b3d34d8a8c596734949e9798393d548a4b6780a0bbccf4	True
runs/s6301/condition_007/empirical_controls_plus_oracle_error/output/copy_number.tsv	9a04f65a6ec675fa71b3d34d8a8c596734949e9798393d548a4b6780a0bbccf4	9a04f65a6ec675fa71b3d34d8a8c596734949e9798393d548a4b6780a0bbccf4	True
runs/s6301/condition_007/oracle_error_survival/output/copy_number.tsv	d853bb45a8e18f639791217288245e9865bbfc9125adc620e4b680c379cfea73	d853bb45a8e18f639791217288245e9865bbfc9125adc620e4b680c379cfea73	True
runs/s6301/condition_008/baseline_total_bases/output/copy_number.tsv	e0b5dfce3395bd09412cbb3cece6ec25b94b5dc440b87e014164b9feda02943a	e0b5dfce3395bd09412cbb3cece6ec25b94b5dc440b87e014164b9feda02943a	True
runs/s6301/condition_008/empirical_controls/output/copy_number.tsv	d642af547352c27f8b0a80600a6a2ad9fdd8eb89954ca04d32b7013a4612fccb	d642af547352c27f8b0a80600a6a2ad9fdd8eb89954ca04d32b7013a4612fccb	True
runs/s6301/condition_008/empirical_controls_plus_oracle_error/output/copy_number.tsv	221146b241f1cbbe7ae7fcc68e0696385fb616a4a5b34b50db154d4acd5ab4f5	221146b241f1cbbe7ae7fcc68e0696385fb616a4a5b34b50db154d4acd5ab4f5	True
runs/s6301/condition_008/oracle_error_survival/output/copy_number.tsv	df5a4bdf30d75fe3c30058e875e778d36a86c636d94753c219a15b3aa2e9b360	df5a4bdf30d75fe3c30058e875e778d36a86c636d94753c219a15b3aa2e9b360	True
runs/s6301/condition_009/baseline_total_bases/output/copy_number.tsv	7b38e4decb6c9b62e6c2f42ddb11ec2307d5632e534f09bb60216e7d3c180b2d	7b38e4decb6c9b62e6c2f42ddb11ec2307d5632e534f09bb60216e7d3c180b2d	True
runs/s6301/condition_009/empirical_controls/output/copy_number.tsv	bcc0134332cfd10c64446f3e1166cfb4a38914154cd3997b920a87e55517575b	bcc0134332cfd10c64446f3e1166cfb4a38914154cd3997b920a87e55517575b	True
runs/s6301/condition_009/empirical_controls_plus_oracle_error/output/copy_number.tsv	dece514bb3bb8b02fb355fcb24fcbeedaa755356183703cebb5749a24b0b0227	dece514bb3bb8b02fb355fcb24fcbeedaa755356183703cebb5749a24b0b0227	True
runs/s6301/condition_009/oracle_error_survival/output/copy_number.tsv	69a41b2d6f62413cccb9d9f980e1943884beccc07a0f2f901c5114df8d6b72e2	69a41b2d6f62413cccb9d9f980e1943884beccc07a0f2f901c5114df8d6b72e2	True
runs/s6302/condition_001/baseline_total_bases/output/copy_number.tsv	014236eb64318945bcfeb8b825a4d632254951459d589b98293f4c2dece0264e	014236eb64318945bcfeb8b825a4d632254951459d589b98293f4c2dece0264e	True
runs/s6302/condition_001/empirical_controls/output/copy_number.tsv	6e749fe5e8b19d7f5c629e375038f32fc66d393a7a37d9c3a8e3e99ea5a62c0b	6e749fe5e8b19d7f5c629e375038f32fc66d393a7a37d9c3a8e3e99ea5a62c0b	True
runs/s6302/condition_001/empirical_controls_plus_oracle_error/output/copy_number.tsv	6e749fe5e8b19d7f5c629e375038f32fc66d393a7a37d9c3a8e3e99ea5a62c0b	6e749fe5e8b19d7f5c629e375038f32fc66d393a7a37d9c3a8e3e99ea5a62c0b	True
runs/s6302/condition_001/oracle_error_survival/output/copy_number.tsv	014236eb64318945bcfeb8b825a4d632254951459d589b98293f4c2dece0264e	014236eb64318945bcfeb8b825a4d632254951459d589b98293f4c2dece0264e	True
runs/s6302/condition_002/baseline_total_bases/output/copy_number.tsv	46592a3d2c85da2500d09b5c013eaf2b5c774b6bbac9c46d36dd4eeb6690689b	46592a3d2c85da2500d09b5c013eaf2b5c774b6bbac9c46d36dd4eeb6690689b	True
runs/s6302/condition_002/empirical_controls/output/copy_number.tsv	15b35ee23d22a096c9a598e9c93e462c2200a5e1272b705a6a3afb5159ba2b71	15b35ee23d22a096c9a598e9c93e462c2200a5e1272b705a6a3afb5159ba2b71	True
runs/s6302/condition_002/empirical_controls_plus_oracle_error/output/copy_number.tsv	cb58867825d3f71eb3412e414a1e9bd046be0ca7ae8ad3d86bc45ae2c05dc502	cb58867825d3f71eb3412e414a1e9bd046be0ca7ae8ad3d86bc45ae2c05dc502	True
runs/s6302/condition_002/oracle_error_survival/output/copy_number.tsv	0e3ef4554c0fa345f7a94cdba7c439f77822efaf2ad8507e72f35753ba0b4992	0e3ef4554c0fa345f7a94cdba7c439f77822efaf2ad8507e72f35753ba0b4992	True
runs/s6302/condition_003/baseline_total_bases/output/copy_number.tsv	5687ceba1424dfbd1f5302c04f1a2a1dca9f5687a8d0a5a074451d49987c412c	5687ceba1424dfbd1f5302c04f1a2a1dca9f5687a8d0a5a074451d49987c412c	True
runs/s6302/condition_003/empirical_controls/output/copy_number.tsv	897f5a71c4296d35aab096aa73c221f6e617b442f9032140a9fda0c8c675c25a	897f5a71c4296d35aab096aa73c221f6e617b442f9032140a9fda0c8c675c25a	True
runs/s6302/condition_003/empirical_controls_plus_oracle_error/output/copy_number.tsv	a83647c0f9587fe62284f3334a5ebd8648e0b177bcc7ab2da1d7aaba2e765b51	a83647c0f9587fe62284f3334a5ebd8648e0b177bcc7ab2da1d7aaba2e765b51	True
runs/s6302/condition_003/oracle_error_survival/output/copy_number.tsv	904716fccc27874b844506b0cdb01cb2dedd1aecc59a45b810b4797c24824201	904716fccc27874b844506b0cdb01cb2dedd1aecc59a45b810b4797c24824201	True
runs/s6302/condition_004/baseline_total_bases/output/copy_number.tsv	faaf1f51cdf1324113591d7565062327202f59b12696102d721cc0ed52cf26a2	faaf1f51cdf1324113591d7565062327202f59b12696102d721cc0ed52cf26a2	True
runs/s6302/condition_004/empirical_controls/output/copy_number.tsv	9b3574ca8bdaac6f8a9ee1289c22a45532c7ea4ddb8e15d111165aff3dc28e68	9b3574ca8bdaac6f8a9ee1289c22a45532c7ea4ddb8e15d111165aff3dc28e68	True
runs/s6302/condition_004/empirical_controls_plus_oracle_error/output/copy_number.tsv	9b3574ca8bdaac6f8a9ee1289c22a45532c7ea4ddb8e15d111165aff3dc28e68	9b3574ca8bdaac6f8a9ee1289c22a45532c7ea4ddb8e15d111165aff3dc28e68	True
runs/s6302/condition_004/oracle_error_survival/output/copy_number.tsv	faaf1f51cdf1324113591d7565062327202f59b12696102d721cc0ed52cf26a2	faaf1f51cdf1324113591d7565062327202f59b12696102d721cc0ed52cf26a2	True
runs/s6302/condition_005/baseline_total_bases/output/copy_number.tsv	4486d49683a67d55d7e8ade9f1fb3aeb0f4439d63b923adfb8df5a6839ac2751	4486d49683a67d55d7e8ade9f1fb3aeb0f4439d63b923adfb8df5a6839ac2751	True
runs/s6302/condition_005/empirical_controls/output/copy_number.tsv	1d479556d8309114fa966159fdee648cfa2edc2f51324eb0e248820f98fba829	1d479556d8309114fa966159fdee648cfa2edc2f51324eb0e248820f98fba829	True
runs/s6302/condition_005/empirical_controls_plus_oracle_error/output/copy_number.tsv	02255d135ec2545196e13b637ce40cf33645ad77d744e97bb8940aa65c05131a	02255d135ec2545196e13b637ce40cf33645ad77d744e97bb8940aa65c05131a	True
runs/s6302/condition_005/oracle_error_survival/output/copy_number.tsv	3d31540941b565491b10392d24397c71869d3aec614974a03db3cde16ff6cc38	3d31540941b565491b10392d24397c71869d3aec614974a03db3cde16ff6cc38	True
runs/s6302/condition_006/baseline_total_bases/output/copy_number.tsv	30258538762df058657ddd22d4460003283b4264c65c99418172f375bcd60cc2	30258538762df058657ddd22d4460003283b4264c65c99418172f375bcd60cc2	True
runs/s6302/condition_006/empirical_controls/output/copy_number.tsv	88fab6c37f12805d2005d97503cafa0c530a1110196074961864639aee090647	88fab6c37f12805d2005d97503cafa0c530a1110196074961864639aee090647	True
runs/s6302/condition_006/empirical_controls_plus_oracle_error/output/copy_number.tsv	5d54f714c98a88194c18fed4eb130fb062e40d9268cb8ac27fb9a0bf9ee8e6ed	5d54f714c98a88194c18fed4eb130fb062e40d9268cb8ac27fb9a0bf9ee8e6ed	True
runs/s6302/condition_006/oracle_error_survival/output/copy_number.tsv	84137cab190d69821bf05800992cb4793503c710652fd4c7781912203f80bf4d	84137cab190d69821bf05800992cb4793503c710652fd4c7781912203f80bf4d	True
runs/s6302/condition_007/baseline_total_bases/output/copy_number.tsv	a8129ae7449a12cee27f7f4ec4aa004da99ee9e53d52830c7bb91df5bed26ce3	a8129ae7449a12cee27f7f4ec4aa004da99ee9e53d52830c7bb91df5bed26ce3	True
runs/s6302/condition_007/empirical_controls/output/copy_number.tsv	642675aa15fef7ab80977523a3987578cb03b4f0f062062bffd263605e8e0994	642675aa15fef7ab80977523a3987578cb03b4f0f062062bffd263605e8e0994	True
runs/s6302/condition_007/empirical_controls_plus_oracle_error/output/copy_number.tsv	642675aa15fef7ab80977523a3987578cb03b4f0f062062bffd263605e8e0994	642675aa15fef7ab80977523a3987578cb03b4f0f062062bffd263605e8e0994	True
runs/s6302/condition_007/oracle_error_survival/output/copy_number.tsv	a8129ae7449a12cee27f7f4ec4aa004da99ee9e53d52830c7bb91df5bed26ce3	a8129ae7449a12cee27f7f4ec4aa004da99ee9e53d52830c7bb91df5bed26ce3	True
runs/s6302/condition_008/baseline_total_bases/output/copy_number.tsv	f6d8d8ec8e0c4533a94291d8a9774957fc8fab311389685efdce8e54cd2908e2	f6d8d8ec8e0c4533a94291d8a9774957fc8fab311389685efdce8e54cd2908e2	True
runs/s6302/condition_008/empirical_controls/output/copy_number.tsv	f35793b94fa6f8e4829f6d2b15a323ff58a8bb6112dbd3796e4957a3162aa1e6	f35793b94fa6f8e4829f6d2b15a323ff58a8bb6112dbd3796e4957a3162aa1e6	True
runs/s6302/condition_008/empirical_controls_plus_oracle_error/output/copy_number.tsv	bebdd11555f475de5769c54d342c33bc9a9bcb3bb28ad50f12f00c61dd7da74d	bebdd11555f475de5769c54d342c33bc9a9bcb3bb28ad50f12f00c61dd7da74d	True
runs/s6302/condition_008/oracle_error_survival/output/copy_number.tsv	3fbcd424868288c31eebc66014e181a46c13bb0512358b09aed255b8c1c1bd45	3fbcd424868288c31eebc66014e181a46c13bb0512358b09aed255b8c1c1bd45	True
runs/s6302/condition_009/baseline_total_bases/output/copy_number.tsv	0db290934f2452a431dd3a85115b8fa43de9ebd96d24d1f36375bc64673e5a5b	0db290934f2452a431dd3a85115b8fa43de9ebd96d24d1f36375bc64673e5a5b	True
runs/s6302/condition_009/empirical_controls/output/copy_number.tsv	b95b2bc4acd257f7ea37576b30dd42a6fd7f16486af791c77e58b57efbf3bbe3	b95b2bc4acd257f7ea37576b30dd42a6fd7f16486af791c77e58b57efbf3bbe3	True
runs/s6302/condition_009/empirical_controls_plus_oracle_error/output/copy_number.tsv	5bc54c802067740977af2fe8b276a4e27c5602075dd4285dce33d3c1a0378770	5bc54c802067740977af2fe8b276a4e27c5602075dd4285dce33d3c1a0378770	True
runs/s6302/condition_009/oracle_error_survival/output/copy_number.tsv	9fc3accb07d0d0c5986a12b6b94e11bc6e48358643457f44ee6d3f691fcc470a	9fc3accb07d0d0c5986a12b6b94e11bc6e48358643457f44ee6d3f691fcc470a	True
runs/s6303/condition_001/baseline_total_bases/output/copy_number.tsv	583f6c8e0a5616e3b6a9365ed98fc87507424f74cf336c141dd57719ef5e405d	583f6c8e0a5616e3b6a9365ed98fc87507424f74cf336c141dd57719ef5e405d	True
runs/s6303/condition_001/empirical_controls/output/copy_number.tsv	7182b40e8b4fffecc5fbc498125a5fdea87c1f8bde750b20bc5f0f0895584182	7182b40e8b4fffecc5fbc498125a5fdea87c1f8bde750b20bc5f0f0895584182	True
runs/s6303/condition_001/empirical_controls_plus_oracle_error/output/copy_number.tsv	7182b40e8b4fffecc5fbc498125a5fdea87c1f8bde750b20bc5f0f0895584182	7182b40e8b4fffecc5fbc498125a5fdea87c1f8bde750b20bc5f0f0895584182	True
runs/s6303/condition_001/oracle_error_survival/output/copy_number.tsv	583f6c8e0a5616e3b6a9365ed98fc87507424f74cf336c141dd57719ef5e405d	583f6c8e0a5616e3b6a9365ed98fc87507424f74cf336c141dd57719ef5e405d	True
runs/s6303/condition_002/baseline_total_bases/output/copy_number.tsv	c3cf20485a0d01b109d5a446f200f6ccac40aa80ac45e9d0fdf8e0e39404b86c	c3cf20485a0d01b109d5a446f200f6ccac40aa80ac45e9d0fdf8e0e39404b86c	True
runs/s6303/condition_002/empirical_controls/output/copy_number.tsv	3619e162dbe81ac8454ccb6e08cd3a4fa863b9e8ef12135e14f0bda3ad90ac90	3619e162dbe81ac8454ccb6e08cd3a4fa863b9e8ef12135e14f0bda3ad90ac90	True
runs/s6303/condition_002/empirical_controls_plus_oracle_error/output/copy_number.tsv	54ea7604df33d0a609d203555e20286174332e71eb04c9552c7090744018bc21	54ea7604df33d0a609d203555e20286174332e71eb04c9552c7090744018bc21	True
runs/s6303/condition_002/oracle_error_survival/output/copy_number.tsv	9d31a4c69c84123e4241ff72b95a673324a2d616b02de8b7bd73f0b51d1ffe33	9d31a4c69c84123e4241ff72b95a673324a2d616b02de8b7bd73f0b51d1ffe33	True
runs/s6303/condition_003/baseline_total_bases/output/copy_number.tsv	eac912f709de0b35ccba6741dbcd1d19e40b98666bb29ec19ae0816d4c433556	eac912f709de0b35ccba6741dbcd1d19e40b98666bb29ec19ae0816d4c433556	True
runs/s6303/condition_003/empirical_controls/output/copy_number.tsv	191ee2e9a9924ecb47bdf07fc8cc42ba842407488231b8cab9004e58cdfb7e8a	191ee2e9a9924ecb47bdf07fc8cc42ba842407488231b8cab9004e58cdfb7e8a	True
runs/s6303/condition_003/empirical_controls_plus_oracle_error/output/copy_number.tsv	b15c45f9d817f0e30bc50581dd0ff1e8f36f9fbd23e3305cf667bfeab77e4a51	b15c45f9d817f0e30bc50581dd0ff1e8f36f9fbd23e3305cf667bfeab77e4a51	True
runs/s6303/condition_003/oracle_error_survival/output/copy_number.tsv	ad2f6ddef35fecc6d57557ce7a9f71f1243ae84d6f7f7a4eee16a27157bcc9c4	ad2f6ddef35fecc6d57557ce7a9f71f1243ae84d6f7f7a4eee16a27157bcc9c4	True
runs/s6303/condition_004/baseline_total_bases/output/copy_number.tsv	f9d5a4f1fbeaed25979dced10972e034fb1293c2c6ec0f7063926b5b98c470aa	f9d5a4f1fbeaed25979dced10972e034fb1293c2c6ec0f7063926b5b98c470aa	True
runs/s6303/condition_004/empirical_controls/output/copy_number.tsv	d8d48da13766558ea7aefdc6f953f2d0641e7a55ff645eaadbf0b5326de78a5b	d8d48da13766558ea7aefdc6f953f2d0641e7a55ff645eaadbf0b5326de78a5b	True
runs/s6303/condition_004/empirical_controls_plus_oracle_error/output/copy_number.tsv	d8d48da13766558ea7aefdc6f953f2d0641e7a55ff645eaadbf0b5326de78a5b	d8d48da13766558ea7aefdc6f953f2d0641e7a55ff645eaadbf0b5326de78a5b	True
runs/s6303/condition_004/oracle_error_survival/output/copy_number.tsv	f9d5a4f1fbeaed25979dced10972e034fb1293c2c6ec0f7063926b5b98c470aa	f9d5a4f1fbeaed25979dced10972e034fb1293c2c6ec0f7063926b5b98c470aa	True
runs/s6303/condition_005/baseline_total_bases/output/copy_number.tsv	b003567ac405d1fb23ccfeb841d584bde1a03ad58604d636bed3a3cbc5584fdd	b003567ac405d1fb23ccfeb841d584bde1a03ad58604d636bed3a3cbc5584fdd	True
runs/s6303/condition_005/empirical_controls/output/copy_number.tsv	71317966c8e7e1e025307b71cdec1eb7cb8c3dfe4352425edd922664e4500052	71317966c8e7e1e025307b71cdec1eb7cb8c3dfe4352425edd922664e4500052	True
runs/s6303/condition_005/empirical_controls_plus_oracle_error/output/copy_number.tsv	92a0e4930a1a6c85c750266f1ee530fe087d3d5935d3782e35eb884c4dbbb9a8	92a0e4930a1a6c85c750266f1ee530fe087d3d5935d3782e35eb884c4dbbb9a8	True
runs/s6303/condition_005/oracle_error_survival/output/copy_number.tsv	9ab9e6e8779fa4af61a63d9df900e8d91348343f415b1481dede752cf6b63a4d	9ab9e6e8779fa4af61a63d9df900e8d91348343f415b1481dede752cf6b63a4d	True
runs/s6303/condition_006/baseline_total_bases/output/copy_number.tsv	87a2263c89783f5d6eab1f2eba03c0829c6b1107507af7ce493de078771e034e	87a2263c89783f5d6eab1f2eba03c0829c6b1107507af7ce493de078771e034e	True
runs/s6303/condition_006/empirical_controls/output/copy_number.tsv	84aced444f7718a7b520680acee201f7f1112677786ef51502724542e2a01bb6	84aced444f7718a7b520680acee201f7f1112677786ef51502724542e2a01bb6	True
runs/s6303/condition_006/empirical_controls_plus_oracle_error/output/copy_number.tsv	8d241318360433da33d42f14dc5f2d9bd1e1b03f372b81a3280380fe86b99943	8d241318360433da33d42f14dc5f2d9bd1e1b03f372b81a3280380fe86b99943	True
runs/s6303/condition_006/oracle_error_survival/output/copy_number.tsv	a362dc06ea9a9977e18765d7733a96e8462a3f136e470be8d3fb29af9dff8823	a362dc06ea9a9977e18765d7733a96e8462a3f136e470be8d3fb29af9dff8823	True
runs/s6303/condition_007/baseline_total_bases/output/copy_number.tsv	8effbfc67408bb1ccd6079602d4bdf25b536eb17e05cbd9c283165840b63527e	8effbfc67408bb1ccd6079602d4bdf25b536eb17e05cbd9c283165840b63527e	True
runs/s6303/condition_007/empirical_controls/output/copy_number.tsv	bd1ce2bcd52c1006feafba7a206708f46e993b95480b57740dd1d3b387ad0bb0	bd1ce2bcd52c1006feafba7a206708f46e993b95480b57740dd1d3b387ad0bb0	True
runs/s6303/condition_007/empirical_controls_plus_oracle_error/output/copy_number.tsv	bd1ce2bcd52c1006feafba7a206708f46e993b95480b57740dd1d3b387ad0bb0	bd1ce2bcd52c1006feafba7a206708f46e993b95480b57740dd1d3b387ad0bb0	True
runs/s6303/condition_007/oracle_error_survival/output/copy_number.tsv	8effbfc67408bb1ccd6079602d4bdf25b536eb17e05cbd9c283165840b63527e	8effbfc67408bb1ccd6079602d4bdf25b536eb17e05cbd9c283165840b63527e	True
runs/s6303/condition_008/baseline_total_bases/output/copy_number.tsv	9569fbf7f040446096f7b639911e2b0e42d586e529fcc75e53ef3f2b42d2627d	9569fbf7f040446096f7b639911e2b0e42d586e529fcc75e53ef3f2b42d2627d	True
runs/s6303/condition_008/empirical_controls/output/copy_number.tsv	c9fd1fa94b97b178d696adfb1ced16252dab927a62aa6da1ece6bbfbb4e18743	c9fd1fa94b97b178d696adfb1ced16252dab927a62aa6da1ece6bbfbb4e18743	True
runs/s6303/condition_008/empirical_controls_plus_oracle_error/output/copy_number.tsv	e156feb9e7b5b5f6a57b9199c7078322547208ed3c2770030daa9f1a37daef11	e156feb9e7b5b5f6a57b9199c7078322547208ed3c2770030daa9f1a37daef11	True
runs/s6303/condition_008/oracle_error_survival/output/copy_number.tsv	4ea7039ab5eac4e638b579bb5015fe60e25240494e41d045c79795ec2062a120	4ea7039ab5eac4e638b579bb5015fe60e25240494e41d045c79795ec2062a120	True
runs/s6303/condition_009/baseline_total_bases/output/copy_number.tsv	be976051ed93d3b950ade1308620c70631e3fcff388da76a4df52db4ff33df5f	be976051ed93d3b950ade1308620c70631e3fcff388da76a4df52db4ff33df5f	True
runs/s6303/condition_009/empirical_controls/output/copy_number.tsv	7f1fa2050c6007ebd13df24b6c24475620e3498900f3b65f9e86c3f867ec43c2	7f1fa2050c6007ebd13df24b6c24475620e3498900f3b65f9e86c3f867ec43c2	True
runs/s6303/condition_009/empirical_controls_plus_oracle_error/output/copy_number.tsv	29bdd0a4471814df9d51fb1ff0ec057c11dac9b310811457e1df7cd690ae1042	29bdd0a4471814df9d51fb1ff0ec057c11dac9b310811457e1df7cd690ae1042	True
runs/s6303/condition_009/oracle_error_survival/output/copy_number.tsv	89e982edbb1b10fb29e74294999d70a4edc78af7f4de7bb958c561023426efe8	89e982edbb1b10fb29e74294999d70a4edc78af7f4de7bb958c561023426efe8	True
